CLCODE,NAME,STNAME,ACTIVE,ESTYMD,NETINC,ASSET,EQ,REPDTE
15,Marblehead Bank,Massachusetts,1,03/18/1871,477,266642,23573,6/30/2024
21,The Bank of Holland,Michigan,0,10/14/1998,3761,870951,150944,9/30/2015
21,Bank of Louisiana,Louisiana,1,7/1/1958,48,88778,10274,6/30/2024
21,Dundee Bank,Nebraska,1,2/5/1915,3242,636732,58951,6/30/2024
3,The First National Bank in Staunton,Illinois,0,12/12/1934,7165,549335,67948,12/31/2019
13,Bank of Commerce,Kansas,1,5/2/1985,2500,450232,42197,6/30/2024
3,"Southcrest Bank, National Association",Georgia,0,1/1/1920,3668,715960,65412,6/30/2021
13,Texas First Bank,Texas,1,4/23/1982,10627,2241142,196614,6/30/2024
21,Security State Bank & Trust,Texas,1,4/7/1941,18256,1877766,177482,6/30/2024
21,Farmers and Merchants State Bank of Pierz,Minnesota,1,1/1/1908,2159,313619,19054,6/30/2024
38,Maspeth Federal Savings and Loan Association,New York,1,1/1/1947,7654,2180036,731592,6/30/2024
21,Almena State Bank,Kansas,0,1/1/1934,-3928,65733,29,9/30/2020
42,Winchester Co-operative Bank,Massachusetts,1,01/01/1893,391,832011,102066,6/30/2024
21,First State Bank,Texas,1,10/16/1958,3456,355207,30988,6/30/2024
21,The Bank of Whitewater,Kansas,0,04/03/1891,120,20918,1889,6/30/2017
13,First State Bank Southwest,Minnesota,1,1/1/1903,1358,394174,16313,6/30/2024
21,Bank of Colorado,Colorado,1,1/1/1900,25113,7652856,555796,6/30/2024
13,Columbus Junction State Bank,Iowa,0,1/1/1927,-355,46995,3861,9/30/2015
21,Patriot Bank,Iowa,0,1/1/1904,33,53946,2549,6/30/2014
3,"Black Hills Community Bank, N.A.",South Dakota,1,11/27/2007,1875,480246,46523,6/30/2024
21,Integrity Bank,Kansas,1,4/13/1906,200,80414,6332,6/30/2024
21,Chesterfield State Bank,Illinois,1,09/21/1898,8,23826,1972,6/30/2024
13,Virginia Commerce Bank,Virginia,0,5/16/1988,33279,2742790,302201,12/31/2013
21,The Bank of Fairfield,Connecticut,0,8/29/2008,553,169713,13806,6/30/2013
21,Bank of Las Vegas,Nevada,0,2/11/2002,-819,213514,5068,12/31/2013
13,FVCbank,Virginia,1,11/27/2007,6206,2293703,235891,6/30/2024
21,The Farmers & Merchants State Bank of Cawker City,Kansas,0,04/05/1897,233,17971,1714,9/30/2016
33,CFSBANK,Pennsylvania,1,1/1/1935,129,669606,66935,6/30/2024
21,The Mer Rouge State Bank,Louisiana,1,1/1/1903,215,46702,4541,6/30/2024
21,Texas Heritage Bank,Texas,1,10/23/1931,1012,225322,20253,6/30/2024
21,Global Innovations Bank,Minnesota,1,01/01/1889,409,73311,8223,6/30/2024
33,"American Express Bank,  FSB.",Utah,0,12/1/2000,575680,55002198,6071676,3/31/2018
21,Regal Bank & Trust,Maryland,0,4/4/1947,98,135673,13138,9/30/2015
21,Carmine State Bank,Texas,1,7/1/1907,488,124030,6733,6/30/2024
21,"The First State Bank of Pond Creek, Oklahoma",Oklahoma,1,09/16/1893,458,54638,7289,6/30/2024
21,Cottonport Bank,Louisiana,1,7/2/1902,3429,491472,59024,6/30/2024
3,"Comerica Bank & Trust, National Association",Michigan,1,2/29/1908,6346,115517,107484,6/30/2024
15,Greenfield Co-operative Bank,Massachusetts,1,1/1/1905,2360,762142,83533,6/30/2024
13,First Bank,Missouri,1,7/30/1906,9006,6595517,475886,6/30/2024
21,Banner Banks,Wisconsin,1,1/1/1900,885,119030,14457,6/30/2024
3,"Florida Capital Bank, National Association",Florida,1,8/12/1985,2543,555652,58607,6/30/2024
13,The First State Bank,Kansas,1,1/1/1916,476,82541,7223,6/30/2024
13,Banc of California,California,1,8/26/1982,84716,35160391,3831706,6/30/2024
21,Greene County Commercial Bank,New York,1,5/20/2004,3397,1141474,96954,6/30/2024
21,Security State Bank of Hibbing,Minnesota,1,2/11/1911,759,155394,10904,6/30/2024
21,Iowa State Bank,Iowa,1,4/14/1941,2552,440790,61260,6/30/2024
3,First National Bank in Paxton,Illinois,0,10/20/1933,465,78647,7648,6/30/2018
13,MontroseBank,Colorado,0,4/23/1971,3463,238443,25002,12/31/2014
21,Royal Banks of Missouri,Missouri,1,11/8/1965,4393,1024275,139752,6/30/2024
21,American Bank of the Carolinas,North Carolina,1,5/20/2019,1352,182838,20475,6/30/2024
21,American Enterprise Bank of Florida,Florida,0,2/23/2004,1269,199432,18942,12/31/2015
21,Oklahoma State Bank,Oklahoma,1,2/10/1930,948,59778,6684,6/30/2024
21,Iberville Bank,Louisiana,0,1/31/1931,-1003,269194,22428,12/31/2016
21,Northwest Georgia Bank,Georgia,0,8/1/1904,-1198,285985,6030,6/30/2015
21,Southeastern Bank,Georgia,1,01/01/1889,5309,595120,62856,6/30/2024
21,The Fort Jennings State Bank,Ohio,1,1/1/1918,1437,249480,27248,6/30/2024
21,State Bank of Table Rock,Nebraska,1,10/26/1885,926,131640,11812,6/30/2024
34,Citizens Federal Savings Bank,Kansas,1,01/01/1884,42,189197,34933,6/30/2024
38,"Auburn Savings Bank, FSB",Maine,1,01/01/1887,54,102466,5947,6/30/2024
21,Community Bank,California,0,1/11/1983,15817,3714062,353888,6/30/2018
3,The First National Bank & Trust,Oklahoma,1,4/19/1901,3372,311656,23399,6/30/2024
21,First Trust and Savings Bank,Iowa,1,4/15/1931,-310,57706,3264,6/30/2024
21,Stock Yards Bank & Trust Company,Kentucky,1,6/1/1904,55949,8312851,898671,6/30/2024
42,Fidelity Savings and Loan Association of Bucks Co,Pennsylvania,0,01/01/1885,1,85079,12811,3/31/2020
21,ProGrowth Bank,Minnesota,1,1/1/1903,1791,412871,17044,6/30/2024
21,First Independence Bank,Michigan,1,5/14/1970,2615,609129,51090,6/30/2024
21,Citizens Tri-County Bank,Tennessee,1,10/2/1972,11291,1419615,112631,6/30/2024
42,Liberty Bank,Connecticut,1,05/15/1825,34070,7816320,1048802,6/30/2024
21,First Community Bank of Cullman,Alabama,1,1/1/1905,118,106971,13361,6/30/2024
42,Saco & Biddeford Savings Institution,Maine,1,02/21/1827,-218,1404406,121628,6/30/2024
13,Central Bank of Lake of the Ozarks,Missouri,0,9/27/1906,10889,1144350,86712,9/30/2021
21,Chattahoochee Bank of Georgia,Georgia,0,9/15/2008,1104,189438,23558,9/30/2017
41,Haverhill Bank,Massachusetts,1,01/01/1877,2085,601222,50678,6/30/2024
13,Gates Banking and Trust Company,Tennessee,0,9/1/1904,54,41198,4349,6/30/2023
3,Stillman BancCorp N.A.,Illinois,1,06/09/1882,638,587982,33491,6/30/2024
21,Drake Bank,Minnesota,1,5/1/2002,556,247408,18462,6/30/2024
21,"BankPacific, Ltd",Guam,1,1/1/1953,537,174929,20589,6/30/2024
21,The Bank & Trust of Bryan/College Station,Texas,0,5/23/2006,9845,631315,76484,12/31/2019
13,Simmons First Bank of Northwest Arkansas,Arkansas,0,7/16/1935,389,245554,37732,9/30/2013
13,Nave Bank,Puerto Rico,1,9/18/2023,-5620,186502,82762,6/30/2024
21,Central Bank,Tennessee,1,6/30/1967,642,141850,13998,6/30/2024
3,The First National Bank of Elmer,New Jersey,1,5/1/1903,1472,383013,33773,6/30/2024
21,Prosperity Bank,Texas,1,9/13/1949,228990,39759389,7261264,6/30/2024
21,Prior Lake State Bank,Minnesota,0,1/1/1903,928,209831,25952,9/30/2014
13,Farmers and Miners Bank,Virginia,1,7/2/1979,951,175344,22015,6/30/2024
21,California Pacific Bank,California,1,10/16/1980,1816,91182,42940,6/30/2024
3,First National Bank of Gillette,Wyoming,1,9/10/1963,2917,572008,53109,6/30/2024
13,Nebraskaland Bank,Nebraska,1,5/14/1998,1261,980338,83098,6/30/2024
21,Martinsburg Bank and Trust,Missouri,0,04/03/1893,2631,191605,27155,12/31/2017
13,Anchor D Bank,Oklahoma,1,2/23/1906,3290,349285,31017,6/30/2024
33,Hometown Bank of the Hudson Valley,New York,0,1/1/1919,-280,115400,7039,6/30/2017
21,"The Bank of Kentucky, Inc.",Kentucky,0,8/1/1990,4500,1900712,223481,3/31/2015
3,LCNB National Bank,Ohio,1,05/10/1877,3926,2367569,252044,6/30/2024
34,Huntington Federal Savings Bank,West Virginia,1,1/1/1929,-1950,560071,88345,6/30/2024
21,Ashton State Bank,Nebraska,0,12/2/1908,56,18972,1690,9/30/2022
41,Penn Community Bank,Pennsylvania,1,1/1/1922,6374,2969690,286179,6/30/2024
21,Illinois Bank & Trust,Illinois,0,10/16/1995,19398,1647488,92060,9/30/2022
21,Farmers and Merchants Bank of South Carolina,South Carolina,1,1/3/1912,3507,392109,43721,6/30/2024
13,Heritage Bank,Virginia,0,2/7/1977,2343,313027,34888,12/31/2015
13,Farmers and Merchants Bank of Ashland,Nebraska,1,11/15/1883,396,131508,10407,6/30/2024
42,"First Federal Community Bank, SSB",Texas,1,1/1/1922,2239,558830,66161,6/30/2024
21,Texas Champion Bank,Texas,1,8/12/1912,1867,447486,43654,6/30/2024
21,The State Bank of Wynnewood,Oklahoma,1,8/1/1910,419,109330,12488,6/30/2024
21,Foundation One Bank,Nebraska,1,1/1/1905,160,180628,18316,6/30/2024
41,"Cornerstone Capital Bank, SSB",Texas,1,12/6/1906,9433,2302045,324779,6/30/2024
21,Bank of New Castle,Delaware,0,8/18/1989,75,18092,17550,6/30/2020
21,Ormsby State Bank,Minnesota,0,7/1/1901,36,27172,4204,12/31/2020
21,Main Street Bank Corp.,West Virginia,0,6/20/2001,1457,602778,58378,3/31/2024
13,The State Bank of Lima,Illinois,0,12/10/1910,70,29267,3936,6/30/2015
3,The First National Bank of Fredericksburg,Pennsylvania,0,7/6/1907,45,227244,15827,9/30/2015
21,RiverBank,Arkansas,1,7/25/1974,803,118097,16372,6/30/2024
21,Union Bank,Tennessee,1,1/1/1904,-260,224298,17798,6/30/2024
21,Peoples Bank & Trust Company,Mississippi,0,1/1/1918,-207,73818,10653,3/31/2019
13,Shore Bank,Virginia,0,1/1/1961,1145,389843,38610,9/30/2015
13,FBT Bank & Mortgage,Arkansas,1,1/6/1931,1475,254058,12874,6/30/2024
21,Pine Island Bank,Minnesota,0,7/27/1931,1293,156508,21963,6/30/2022
41,Maine Community Bank,Maine,1,07/27/1867,3223,1160635,141966,6/30/2024
13,Simmons First Bank of Eldorado,Arkansas,0,10/1/1919,861,231073,18843,6/30/2014
21,West Coast Bank,Oregon,0,1/1/1925,333,2414497,374581,3/31/2013
21,Tri-Parish Bank,Louisiana,0,1/10/1944,3037,207872,23261,12/31/2017
13,The State Bank and Trust Company,Ohio,1,3/28/1902,6223,1332919,143755,6/30/2024
13,The Hocking Valley Bank,Ohio,1,2/12/1919,1292,335140,29759,6/30/2024
3,The First National Bank of St. Ignace,Michigan,1,05/17/1888,3272,306368,7439,6/30/2024
21,Stonegate Bank,Florida,0,3/7/2005,16318,3133980,417825,6/30/2017
21,"First Kentucky Bank, Inc.",Kentucky,1,01/01/1899,2329,576019,35373,6/30/2024
21,FNBC Bank & Trust,Illinois,1,8/17/1908,1467,555541,43696,6/30/2024
21,Bank of Ringgold,Louisiana,0,1/4/1904,-267,55950,9258,12/31/2015
3,"Armed Forces Bank, National Association",Kansas,1,1/1/1907,9121,1364003,165240,6/30/2024
21,The Farmers State Bank and Trust Company,Illinois,1,1/1/1910,954,217552,27546,6/30/2024
33,Heritage Bank,Utah,0,1/1/1917,1362,14592,14411,9/30/2015
21,Hart County Bank and Trust Company,Kentucky,1,02/20/1890,195,25703,7544,6/30/2024
21,First Southern State Bank,Alabama,1,10/1/1910,4970,807004,55900,6/30/2024
21,The Bank of Urbana,Missouri,0,1/1/1903,537,177499,15000,9/30/2016
13,State Street Bank and Trust Company,Massachusetts,1,01/01/1792,1267000,321473000,26618000,6/30/2024
13,Bank of Gueydan,Louisiana,1,5/14/1927,175,73520,15972,6/30/2024
3,"Connecticut Community Bank, National Association",Connecticut,1,12/28/1998,2049,549596,72602,6/30/2024
3,"Wilmington Trust, National Association",Delaware,1,10/2/1995,19149,698807,606319,6/30/2024
21,First Southeast Bank,Minnesota,1,03/15/1893,556,129070,7617,6/30/2024
13,Farmers & Merchants Savings Bank,Iowa,1,7/20/1925,2419,584431,69455,6/30/2024
21,Home Loan State Bank,Colorado,1,12/16/1960,-69,190039,11607,6/30/2024
13,King Southern Bank,Kentucky,0,1/19/1920,680,193555,22178,3/31/2019
21,Capital Bank of New Jersey,New Jersey,0,4/23/2007,6861,513515,48729,12/31/2018
13,Small Business Bank,Kansas,1,11/7/1984,-727,94182,9760,6/30/2024
41,McHenry Savings Bank,Illinois,1,1/1/1955,1179,324127,28239,6/30/2024
21,American Bank & Trust,South Dakota,1,01/01/1892,9543,1746419,147104,6/30/2024
3,First National Bank of Clinton,Missouri,0,2/25/1946,-125,75907,6525,12/31/2017
21,State Bank of Southern Utah,Utah,1,11/25/1957,10105,2507158,219412,6/30/2024
21,Community Bank of the Bay,California,1,7/22/1996,4146,1006929,194003,6/30/2024
3,Citizens National Bank,Virginia,0,4/29/2003,-1507,49750,5724,3/31/2018
42,Compass Savings Bank,Pennsylvania,1,1/1/1934,-277,59444,3981,6/30/2024
3,"Northbrook Bank and Trust Company, National Association",Illinois,1,11/22/2000,29624,4993485,414642,6/30/2024
21,River Bank & Trust,Alabama,1,4/3/2006,14334,3424646,250294,6/30/2024
21,German-American State Bank,Illinois,1,1/6/1907,1404,343515,28040,6/30/2024
3,National Bank of Arizona,Arizona,0,3/1/1972,28377,5018724,594916,9/30/2015
21,Delta Trust & Bank,Arkansas,0,2/1/1910,1623,435068,65780,9/30/2014
13,The Bankers Bank,Oklahoma,1,5/28/1986,1506,256165,34453,6/30/2024
21,Silver Lake Bank,Kansas,1,1/1/1909,2123,489864,44693,6/30/2024
21,1st Constitution Bank,New Jersey,0,7/24/1989,20563,1903178,219973,12/31/2021
21,Walcott Trust and Savings Bank,Iowa,0,5/15/1931,395,133547,19053,3/31/2020
13,Northstar Bank of Colorado,Colorado,0,2/14/1980,4478,604925,96939,9/30/2016
3,The Fayette County National Bank of Fayetteville,West Virginia,1,6/1/1900,470,144487,8347,6/30/2024
23,Sallie Mae Bank,Utah,1,11/28/2005,594037,28731156,2834685,6/30/2024
21,Arcadian Bank,Minnesota,1,2/19/1912,1260,223788,24805,6/30/2024
41,Emigrant Bank,New York,0,09/30/1850,26988,6412660,1409396,9/30/2023
3,The Citizens National Bank of Park Rapids,Minnesota,1,1/1/1933,2399,349079,38081,6/30/2024
21,Holmes County Bank,Mississippi,1,1/1/1932,658,143650,13620,6/30/2024
42,Union County Savings Bank,New Jersey,1,10/01/1883,-13611,1458051,-45664,6/30/2024
3,First National Bank,Arkansas,1,03/22/1889,12044,2393397,268218,6/30/2024
21,Landmark Bank,Louisiana,1,11/01/1897,246,201648,17464,6/30/2024
3,"FSNB, National Association",Oklahoma,1,7/1/1946,7408,459180,66311,6/30/2024
21,Peoples Bank of Graceville,Florida,1,7/12/1974,429,117782,5978,6/30/2024
38,Union Savings and Loan Association,Indiana,1,8/1/1937,900,243483,21712,6/30/2024
21,Citizens Bank,Oregon,1,10/5/1957,1603,918937,72055,6/30/2024
23,Balboa Thrift and Loan Association,California,1,12/11/1980,-1110,412722,48220,6/30/2024
3,First National Bank of Scotia,New York,1,1/1/1923,2430,664573,52986,6/30/2024
21,First Credit Bank,California,1,2/18/1983,16790,562688,231222,6/30/2024
13,WOODTRUST BANK,Wisconsin,1,08/11/1891,11564,611204,62758,6/30/2024
21,Farmers & Merchants Bank,Wisconsin,0,1/1/1911,1627,192281,24699,6/30/2019
21,The Foothills Bank,Arizona,0,11/3/1997,1040,359853,42123,3/31/2017
21,San Diego Trust Bank,California,0,10/30/2003,290,210898,25512,3/31/2013
13,ChoiceOne Bank,Michigan,1,01/01/1898,12979,2620764,243268,6/30/2024
21,POINTWEST BANK,Texas,1,01/01/1893,989,132010,8601,6/30/2024
21,Regent Bank,Oklahoma,1,01/01/1898,6857,1619859,150766,6/30/2024
21,Capital Bank,Texas,1,4/10/1965,3104,620198,57835,6/30/2024
21,VINTAGE BANK,Texas,0,6/13/1900,713,174289,18496,3/31/2015
3,Champlain National Bank,New York,1,1/1/1934,1375,476056,27061,6/30/2024
3,Mason City National Bank,Illinois,1,10/9/1944,493,78796,9174,6/30/2024
3,"SouthTrust Bank, N.A.",Texas,1,2/17/1934,3931,550847,60011,6/30/2024
21,Unity Bank of Mississippi,Mississippi,1,03/15/1899,450,281035,15967,6/30/2024
13,Armor Bank,Arkansas,1,1/1/1919,218,450573,35390,6/30/2024
21,Crawford County Trust and Savings Bank,Iowa,1,3/15/1927,2122,270527,18879,6/30/2024
21,American Savings Bank,Iowa,0,01/10/1899,700,55723,11077,9/30/2021
21,Western Heritage Bank,New Mexico,0,10/2/2000,4772,326906,37045,12/31/2023
21,The Bank of Fincastle,Virginia,0,09/22/1875,-1003,267189,29214,6/30/2021
33,Columbia Bank,New Jersey,1,1/1/1926,3742,10465609,967347,6/30/2024
21,First Carolina Bank,North Carolina,1,11/29/2000,11772,2983518,338668,6/30/2024
21,VisionBank,Minnesota,1,9/12/2005,2935,265265,23886,6/30/2024
33,Quarry City Savings and Loan Association,Missouri,0,01/01/1890,-146,74698,9430,6/30/2022
3,First National Bank,West Virginia,0,1/1/1933,1994,238769,24960,12/31/2015
21,First Midwest Bank of Dexter,Missouri,1,1/15/1964,2013,573445,47724,6/30/2024
21,Livingston State Bank,Wisconsin,0,8/14/1903,445,163641,22180,9/30/2016
3,The Rockport National Bank,Massachusetts,0,01/01/1865,360,201312,17863,6/30/2014
21,Bonanza Valley State Bank,Minnesota,1,02/22/1894,112,72567,6318,6/30/2024
21,Farmers Savings Bank & Trust,Iowa,1,1/1/1915,1146,205229,8846,6/30/2024
21,First Texas Bank,Texas,1,01/01/1898,4819,882473,91147,6/30/2024
3,The Lamesa National Bank,Texas,1,7/30/1927,2285,384450,37730,6/30/2024
21,Monroe Bank & Trust,Michigan,0,1/1/1905,1690,1325155,133816,6/30/2019
33,Anthem Bank & Trust,Louisiana,1,1/1/1915,915,215416,18892,6/30/2024
21,Farmers State Bank of Calhan,Colorado,1,8/16/1916,1450,401570,19838,6/30/2024
13,Central Bank of Moberly,Missouri,0,5/16/1935,1762,257097,18436,9/30/2021
21,First Missouri State Bank,Missouri,1,1/1/1912,1765,259006,22258,6/30/2024
21,First Nebraska Bank of Wayne,Nebraska,0,01/01/1885,149,42200,3802,12/31/2014
21,The Dart Bank,Michigan,1,5/1/1925,4030,1302479,98604,6/30/2024
21,Peoples Bank of Macon,Illinois,1,5/11/1964,103,25822,3074,6/30/2024
21,First Bank Elk River,Minnesota,1,1/1/1907,1016,361349,23551,6/30/2024
13,Valley Bank,Montana,0,6/9/1989,143,36593,3260,9/30/2019
13,Guaranty Bank,Missouri,1,10/24/2008,13272,2373896,367634,6/30/2024
13,Rose Hill Bank,Kansas,0,5/17/1906,1357,317927,35238,6/30/2018
21,Pinnacle Bank,Tennessee,1,10/27/2000,196522,49227159,6271112,6/30/2024
21,Citizens State Bank,Texas,0,1/30/1960,25,37272,4248,12/31/2013
21,First State Bank of Fertile,Minnesota,0,12/12/1887,19,36577,5101,9/30/2015
21,First State Bank,Iowa,0,1/1/1934,213,46997,4509,6/30/2017
3,Glens Falls National Bank and Trust Company,New York,1,01/01/1851,12313,3325484,286853,6/30/2024
21,Peoples Bank,Louisiana,1,1/1/1908,-783,85688,11592,6/30/2024
21,Germantown Trust & Savings Bank,Illinois,1,2/6/1906,3551,472566,33173,6/30/2024
3,The First Central National Bank of St. Paris,Ohio,1,08/08/1880,468,93415,18233,6/30/2024
21,Tandem Bank,Georgia,1,9/23/2019,1103,232409,23368,6/30/2024
42,"Riverside Savings Bank, SSB",North Carolina,1,1/1/1914,33,94192,15721,6/30/2024
21,Frontier State Bank,Oklahoma,1,4/14/1975,3676,530261,61921,6/30/2024
21,Summit Bank,Oregon,1,2/23/2004,5180,1149214,117888,6/30/2024
13,Apollo Trust Company,Pennsylvania,1,05/27/1871,830,200971,19459,6/30/2024
21,Victor State Bank,Iowa,0,4/11/1928,155,42581,7256,6/30/2020
3,"Dallas Capital Bank, National Association",Texas,1,6/26/1972,2574,1159950,131636,6/30/2024
21,"Farmers State Bank, Allen, Oklahoma",Oklahoma,1,9/8/1922,556,56640,6790,6/30/2024
21,The Warrington Bank,Florida,1,3/18/1953,185,179539,27763,6/30/2024
21,First United Bank,North Dakota,1,01/01/1886,3827,697450,61848,6/30/2024
3,"BEACON BUSINESS BANK, NATIONAL ASSOCIATION",California,1,8/21/1984,35,174324,14842,6/30/2024
21,Brighton Bank,Tennessee,1,10/10/1910,660,58674,5755,6/30/2024
21,The Bank of Grain Valley,Missouri,1,5/11/1905,1128,109453,22685,6/30/2024
13,The First Bank and Trust Company,Virginia,1,8/3/1979,25708,3595317,343318,6/30/2024
41,Florence Bank,Massachusetts,1,02/14/1873,5730,2119398,177588,6/30/2024
13,First State Bank,Wyoming,0,1/15/1981,773,287294,26335,3/31/2013
81,AIG Federal Savings Bank,Delaware,0,5/15/2000,3089,41858,40899,12/31/2022
21,Farmers State Bank,Iowa,1,6/25/1903,1873,1600007,140703,6/30/2024
34,GreenWay Bank,Ohio,1,01/01/1889,-1010,311118,30991,6/30/2024
21,"Calvin B. Taylor Banking Company of Berlin, Maryland",Maryland,1,01/01/1890,5814,896391,106828,6/30/2024
21,Community Bank & Trust,Tennessee,0,10/4/1999,1901,252873,26277,12/31/2019
21,Robertson Banking Company,Alabama,1,01/01/1870,4340,472748,42431,6/30/2024
35,Del Norte Bank,Colorado,1,1/1/1921,564,140193,11903,6/30/2024
21,The Alden State Bank,Kansas,0,1/1/1904,61,21081,2241,6/30/2023
42,Wabash Savings Bank,Illinois,0,01/01/1890,-33,9772,560,3/31/2023
13,Sanger Bank,Texas,1,9/8/1987,1238,199657,31972,6/30/2024
13,First Illinois Bank,Illinois,0,5/9/1934,155,46288,5188,3/31/2017
21,Treasure State Bank,Montana,0,1/3/2007,149,73049,9737,6/30/2016
25,Galion Building and Loan Bank,Ohio,1,02/13/1884,198,74866,8122,6/30/2024
33,FirstAtlantic Bank,Florida,0,11/1/1999,3593,436062,56545,12/31/2017
3,The National Bank of Blacksburg,Virginia,1,01/01/1891,4610,1806738,143949,6/30/2024
21,Bank3,Tennessee,1,7/1/1910,427,450412,49738,6/30/2024
3,First National Bank Minnesota,Minnesota,1,01/01/1857,1858,450627,34392,6/30/2024
21,The Bank of Milan,Tennessee,1,11/12/1993,426,99395,4649,6/30/2024
42,"American Union Savings and Loan Association, S.B.",Illinois,0,1/1/1925,-11,6794,797,6/30/2015
21,"Farmers and Merchants State Bank, Bloomfield, Nebraska",Nebraska,1,01/01/1895,1510,204503,27898,6/30/2024
21,Blue Gate Bank,California,0,1/23/2017,-2220,121841,22611,6/30/2018
34,"Hancock County Savings Bank, F.S.B.",West Virginia,1,01/01/1899,1641,473384,84691,6/30/2024
21,American Community Bank & Trust,Illinois,1,3/13/2000,5942,1054755,104438,6/30/2024
21,Texas First State Bank,Texas,0,1/1/1906,1306,397047,27036,12/31/2019
37,TOWN SQUARE BANK,Kentucky,0,01/01/1889,2456,440641,57535,9/30/2018
13,Security Bank,Nebraska,1,3/6/1928,2059,305950,33234,6/30/2024
21,The Portage County Bank,Wisconsin,1,1/1/1901,1142,200342,22596,6/30/2024
41,Century Savings Bank,New Jersey,1,01/01/1865,2092,627160,41989,6/30/2024
21,Oklahoma State Bank,Oklahoma,0,7/13/1938,1483,202967,16293,9/30/2021
3,Fort Hood National Bank,Texas,0,10/17/1966,1924,337216,32419,9/30/2020
21,State Bank of Cazenovia,Wisconsin,0,11/21/1906,87,34565,6441,6/30/2017
3,Saratoga National Bank and Trust,New York,1,7/1/1988,4403,1110312,96126,6/30/2024
3,The First National Bank of Layton,Utah,0,5/15/1905,1690,329173,46330,3/31/2019
42,First Savings Bank of Hegewisch,Illinois,1,1/1/1914,-111,796086,117910,6/30/2024
15,Bank of New Hampshire,New Hampshire,1,07/02/1831,8221,2499818,274634,6/30/2024
21,Deerwood Bank,Minnesota,1,3/21/1910,6577,979218,108871,6/30/2024
21,Barwick Banking Company,Georgia,1,1/1/1934,1317,505364,39474,6/30/2024
13,Waukon State Bank,Iowa,1,01/01/1871,2200,393997,40545,6/30/2024
21,Citizens State Bank,Texas,1,5/15/1978,28,80542,6451,6/30/2024
21,Syringa Bank,Idaho,0,2/24/1997,-2374,153361,3144,12/31/2013
21,First Bank of the Palm Beaches,Florida,0,3/6/2006,1784,191667,17361,12/31/2019
21,South Louisiana Bank,Louisiana,1,6/30/1980,4035,700194,86372,6/30/2024
21,Founders Community Bank,California,0,5/5/2005,1230,196903,18169,12/31/2016
21,The Benton State Bank,Wisconsin,1,12/05/1894,581,96856,8715,6/30/2024
3,Community National Bank of the Lakeway Area,Tennessee,0,4/9/2003,-329,116548,11102,6/30/2014
13,Montgomery Bank,Missouri,1,1/1/1934,6599,1167225,118799,6/30/2024
21,State Bank of Wapello,Iowa,0,10/18/1935,295,43785,4982,9/30/2022
21,Republic Bank & Trust Company,Kentucky,1,1/11/1982,56001,6610761,911281,6/30/2024
3,Amarillo National Bank,Texas,1,01/01/1892,68745,9197099,916506,6/30/2024
21,Peoples State Bank of Bloomer,Wisconsin,0,1/2/1912,240,116558,15351,6/30/2014
21,Bar Harbor Bank & Trust,Maine,1,09/15/1887,23630,4030143,493698,6/30/2024
3,The First National Bank of McGregor,Texas,1,01/01/1889,3187,917502,79628,6/30/2024
21,First Arkansas Bank and Trust,Arkansas,1,11/5/1949,1557,1139855,76749,6/30/2024
21,North Alabama Bank,Alabama,1,8/14/1989,1198,174973,16385,6/30/2024
21,Security State Bank of Oklee,Minnesota,1,1/1/1934,289,43769,6978,6/30/2024
21,State Central Bank,Iowa,1,03/17/1858,49,50210,5718,6/30/2024
21,Sturgis Bank & Trust Company,Michigan,1,1/1/1905,62,941773,67399,6/30/2024
21,Security State Bank,Texas,0,1/1/1925,897,145465,15259,9/30/2015
21,Grinnell State Bank,Iowa,1,10/25/1925,1387,494166,38686,6/30/2024
21,Hill Bank & Trust Co.,Texas,1,11/4/1931,550,148500,22528,6/30/2024
51,Voyager Bank,Minnesota,0,8/15/1983,-1587,353287,31036,3/31/2015
21,Town & Country Bank Midwest,Missouri,0,10/20/1945,63,23395,2512,3/31/2013
36,The Peoples Savings Bank,Ohio,1,01/01/1892,-40,154911,13452,6/30/2024
3,First National Bank of Bosque County,Texas,1,8/1/1908,1858,174639,18490,6/30/2024
33,Shoreham Bank,Rhode Island,1,1/1/1979,2001,469065,52492,6/30/2024
33,Northfield Bank,New York,1,01/01/1887,13130,5743063,693405,6/30/2024
21,First Independent Bank,Minnesota,1,1/1/1903,2112,517347,39920,6/30/2024
21,The Bank of Washington,Washington,0,7/29/1996,945,206300,20206,12/31/2018
34,Prospect Federal Savings Bank,Illinois,0,1/1/1909,-1862,235220,29672,3/31/2017
33,Cincinnati Federal,Ohio,0,1/1/1922,366,311119,38274,9/30/2023
3,The Miners National Bank of Eveleth,Minnesota,1,10/10/1903,427,86537,7982,6/30/2024
21,Meridian Bank Texas,Texas,0,4/9/1907,1225,442005,57044,3/31/2015
21,County Bank,Missouri,1,04/02/1877,836,122602,8669,6/30/2024
21,All America Bank,Oklahoma,1,12/22/1969,2324,611924,61009,6/30/2024
21,Manufacturers Bank & Trust Company,Iowa,1,9/1/1945,3302,769394,61153,6/30/2024
3,The First National Bank in Falfurrias,Texas,1,1/1/1934,834,76742,8005,6/30/2024
21,The Stock Exchange Bank,Oklahoma,1,1/3/1903,1733,293394,45491,6/30/2024
21,MidSouth Bank,Alabama,1,1/1/1912,2475,675846,47901,6/30/2024
