CLCODE,NAME,STNAME,ACTIVE,ESTYMD,NETINC,ASSET,EQ,REPDTE
3,Northern National Bank,Minnesota,0,1/1/1906,2020,180309,13960,9/30/1996
3,Columbus National Bank of Rhode Island,Rhode Island,0,2/1/1934,3732,182319,13251,9/30/1984
21,"UMB Bank, North Central",Missouri,0,01/03/1874,422,72907,5883,6/30/1999
13,The Fifth Third Bank of Southeastern Indiana,Indiana,0,2/5/1934,1305,404434,32342,3/31/1995
3,The First National Bank in Frackville,Pennsylvania,0,2/8/1934,,,,
3,"Progressive Bank, National Association-Bellaire",Ohio,0,2/13/1934,115,20034,1628,6/30/1997
21,Spalding City Bank,Nebraska,0,1/1/1902,324,33999,4550,9/30/2008
3,Commercial National Bank of Little Rock,Arkansas,0,2/12/1934,,,,
3,Community Bank & Trust National Association of Randolph County,West Virginia,0,2/14/1934,313,32352,2723,9/30/1992
3,Sun First National Bank of Orlando,Florida,0,2/14/1934,,,,
21,Rushville State Bank,Missouri,0,6/16/1903,46,29521,2349,6/30/2012
21,First State Bank,Montana,0,1/1/1906,1607,153865,13821,9/30/2005
21,"Citizens Bank of Grant City, Missouri",Missouri,0,09/07/1881,-450,17103,465,9/30/1988
13,The Columbus Trust Company,New York,0,01/01/1893,649,65740,5488,9/30/1984
21,The Dime Bank,Ohio,0,01/01/1895,,,,
13,AmeriTrust Company of Jefferson County,Ohio,0,01/01/1854,,,,
13,The Navarre Deposit Bank Company,Ohio,0,05/14/1895,471,78945,7146,9/30/1996
13,The Dollar Savings & Trust Company,Ohio,0,03/28/1887,376,1052621,132174,3/31/1994
21,Lewisburg Trust Bank,Pennsylvania,0,2/9/1907,137,52041,3918,6/30/1984
21,Producers Bank,Pennsylvania,0,5/5/1926,84,67290,5411,12/31/1991
21,Mansfield State Bank,South Dakota,0,8/1/1903,30,12732,1967,9/30/2012
21,Kyle State Bank,Texas,0,3/18/1932,19,16951,2768,6/30/1993
21,Citizens State Bank,Texas,0,1/20/1906,37,46268,4460,6/30/1997
21,The First State Bank of Rankin,Texas,0,1/1/1927,198,21345,1645,9/30/2001
13,First RepublicBank Tyler,Texas,0,4/7/1924,1324,329146,24449,6/30/1987
13,First RepublicBank Tomball,Texas,0,3/2/1921,-153,96701,5357,9/30/1987
21,The Citizens State Bank,Texas,0,1/9/1906,365,131389,10133,3/31/1991
13,First Virginia Bank - Northern Neck,Virginia,0,5/25/1904,332,74415,5161,6/30/1984
21,Olympic Bank,Washington,0,1/1/1902,4164,368200,28222,12/31/1984
21,First Wisconsin Bank of Eldorado,Wisconsin,0,10/1/1917,27,12419,1003,6/30/1988
21,Neighborhood State Bank,Wisconsin,0,10/19/1919,213,19112,1576,12/31/1999
3,"Norwest Bank Wisconsin Waupun, National Association",Wisconsin,0,6/3/1903,333,49394,3268,6/30/1994
21,The Arkansas Bank,Arkansas,0,3/23/1901,457,63763,6127,6/30/1999
21,"J. N. Beaty and Company, Bankers",Colorado,0,01/01/1897,11,4993,869,3/31/1994
13,City Trust Company,Connecticut,0,01/01/1854,,,,
21,First South Bank,Georgia,0,10/27/1905,404,42672,3580,6/30/1989
21,The Bank of Toccoa,Georgia,0,9/1/1911,389,120116,18508,3/31/2003
13,Midwest Bank of Mc Henry County,Illinois,0,8/1/1911,2839,375101,27317,6/30/2002
21,First State Bank of Heyworth,Illinois,0,4/12/1906,129,22709,2008,3/31/2003
21,Marquette Bank Clinton,Iowa,0,5/1/1905,1055,89320,8063,12/31/2000
13,Bank Iowa,Iowa,0,1/1/1917,879,147807,12713,12/31/2010
21,Citizens Fidelity Bank and Trust Company Oldham County,Kentucky,0,7/24/1930,656,134928,9909,6/30/1992
21,Maryland State Bank,Maryland,0,1/1/1908,-181,69040,5473,6/30/1990
21,Jennings State Bank,Minnesota,0,01/01/1890,-2039,52347,1004,9/30/2009
21,Perry County Bank,Mississippi,0,3/6/1907,416,42840,6223,6/30/1997
21,Bank of Macon,Mississippi,0,01/01/1800,,,,
21,Boatmen's Bank of O'Fallon,Missouri,0,10/1/1903,277,64589,4633,3/31/1989
21,Southwest Bank,Missouri,0,4/3/1911,1520,184879,17103,6/30/1995
21,Boatmen's Bank of Marshall,Missouri,0,03/06/1870,308,80307,16334,3/31/1997
21,Grafton State Bank,Nebraska,0,1/1/1902,131,12008,1594,9/30/2002
21,First Nebraska Bank,Nebraska,0,01/01/1886,101,16339,1606,12/31/1987
21,The Abbott Bank,Nebraska,0,1/1/1907,243,29714,2765,9/30/1989
21,"The State Bank of Seneca Falls, N.Y.",New York,0,01/01/1837,-21,40016,2336,3/31/1984
21,The Bank of Commerce,Oklahoma,0,5/7/1907,268,17843,1292,9/30/1996
13,Consolidated Bank and Trust Company,Virginia,0,7/31/1903,90,71500,7661,3/31/2011
21,Bank of Virginia-Southwest,Virginia,0,1/1/1906,,,,
13,Southern Bank,Virginia,0,3/6/1916,1248,299596,25009,6/30/1985
13,"Bank One, Antigo",Wisconsin,0,1/25/1909,891,98206,9224,9/30/1996
3,First National Bank,Minnesota,0,01/01/1879,-113,8427,1276,3/31/2003
21,First Wisconsin Bank of Waunakee,Wisconsin,0,2/9/1902,211,31388,1678,12/31/1987
3,Cumberland County National Bank in Neoga,Illinois,0,12/22/1933,78,19342,2440,3/31/1992
3,Home National Bank,Oklahoma,0,12/21/1933,-6187,585445,10370,6/30/2010
3,United Jersey Bank/Edgewater National,New Jersey,0,12/13/1933,2390,159860,13038,12/31/1988
3,"Mellon Bank Delaware, National Association",Delaware,0,01/01/1807,2655,128362,19976,6/30/2003
13,Idaho State Bank,Idaho,0,1/1/1904,372,48791,3380,12/31/1993
21,Atkinson Trust & Savings Bank,Illinois,0,01/01/1881,,,,
21,Lexington Bank,Illinois,0,1/1/1910,935,100441,8971,12/31/1992
21,Banterra Bank of Norris City,Illinois,0,4/13/1904,348,40015,3946,6/30/1995
21,United Illinois Bank of New Athens,Illinois,0,1/1/1900,1873,188715,13977,9/30/1991
21,The State Bank of Hammond,Illinois,0,9/23/1901,133,14545,1623,12/31/2001
13,The Farmers State Bank of Lostant,Illinois,0,01/01/1895,176,15800,1388,12/31/1987
21,Batesville State Bank,Indiana,0,08/18/1889,258,74699,6147,3/31/1993
21,United Community Bank,Iowa,0,01/01/1892,151,25370,1960,12/31/1997
21,"The Peoples Bank & Trust Company, Natchitoches, La.",Louisiana,0,1/1/1902,-507,117050,548,6/30/1990
21,Planters Trust & Savings Bank of Opelousas,Louisiana,0,4/15/1929,-310,71427,3714,3/31/1984
21,Carroll County Bank and Trust Company,Maryland,0,01/01/1865,1228,805429,40048,12/31/1999
13,NBD Roscommon Bank,Michigan,0,5/18/1907,1889,144482,9921,12/31/1988
21,Norwest Bank Omaha West,Nebraska,0,01/01/1888,1399,195594,12369,9/30/1985
21,The Bank of Asheville,North Carolina,0,6/8/1916,,,,
21,Merchants & Farmers Bank,North Carolina,0,1/18/1916,,,,
13,The Oberlin Bank Company,Ohio,0,01/01/1889,516,65994,5755,9/30/1986
21,The Bank of Quapaw,Oklahoma,0,10/7/1907,-70,6292,1317,12/31/2010
3,"Friona State Bank, N.A.",Texas,0,11/19/1919,1619,89190,9952,9/30/2010
21,"First City, Texas - Sour Lake",Texas,0,2/15/1909,319,53521,4161,9/30/1992
21,Centerville State Bank,Texas,0,1/1/1910,320,22442,1479,12/31/1989
21,Chester State Bank,Texas,0,2/5/1921,-41,11722,644,9/30/1985
13,F & M Bank - Martinsburg,West Virginia,0,10/01/1891,275,103905,10109,3/31/1998
3,First National State Bank of the Jersey Coast,New Jersey,0,12/23/1933,,,,
3,"Central Bank Grand Junction, National Association",Colorado,0,1/1/1933,-485,151928,9773,6/30/1993
3,The Peoples National Bank of Rural Valley,Pennsylvania,0,12/31/1933,458,37410,8364,9/30/1998
42,Farmers & Mechanics Savings Bank of Minneapolis,Minnesota,0,01/01/1874,,,,
43,Trenton Savings Bank FSB,New Jersey,0,01/01/1844,4053,1372557,241267,3/31/1999
13,Bank of Ladd,Illinois,0,06/05/1889,260,32853,4253,9/30/1998
21,City Potomac Bank,Illinois,0,6/1/1903,-19,12113,1191,3/31/1993
21,Farmer's State Bank of Palestine,Illinois,0,01/01/1898,497,56909,6218,9/30/1995
21,Magna Bank of Randolph County,Illinois,0,1/1/1910,3,15592,1466,12/31/1991
21,Worthington State Bank,Indiana,0,1/1/1933,-177,36646,2045,9/30/1991
21,Boatmen's Bank of Sigourney,Iowa,0,01/01/1870,482,39337,3432,9/30/1994
21,"Huntington Bank of Campbell County, Inc.",Kentucky,0,1/1/1927,15,20625,1598,6/30/1990
21,The Salem Bank,Kentucky,0,10/1/1902,534,41249,3810,9/30/1994
21,Boatmen's Bank of Rolla,Missouri,0,09/11/1894,387,116019,23734,3/31/1997
21,Southern Missouri Bank,Missouri,0,4/8/1908,-32,8235,251,9/30/1991
3,First National Bank,Missouri,0,1/4/1904,151,300752,21532,3/31/2009
21,Peoples Security Bank,Missouri,0,10/30/1924,396,41657,3914,6/30/2000
21,Peoples & Enderlin State Bank,North Dakota,0,01/01/1891,132,15148,2082,12/31/1993
21,"Security Bank & Trust Company of Ponca City, Oklahoma",Oklahoma,0,2/7/1917,-502,117275,9576,9/30/1993
21,"The First State Bank, Childress, Texas",Texas,0,1/1/1907,-31,14876,172,3/31/1988
13,Corpus Christi Bank and Trust,Texas,0,6/6/1928,,,,
21,First State Bank of Poteet,Texas,0,11/22/1922,170,22053,2138,9/30/1989
21,Commercial State Bank,Texas,0,6/22/1925,-1576,25607,-750,6/30/1988
21,Firstar Bank Elkhorn,Wisconsin,0,07/07/1896,488,64108,4658,12/31/1992
21,F&M Bank-Forest Junction,Wisconsin,0,9/5/1911,12,8240,672,9/30/1989
21,Gleason State Bank,Wisconsin,0,1/1/1920,,,,
13,Miners Bank of Lykens,Pennsylvania,0,1/1/1934,61,27881,2871,6/30/1998
3,"Central Fidelity Bank, National Association, Southwest",Virginia,0,7/17/1934,905,135726,11857,6/30/1984
21,Union Bank and Trust Company,Kentucky,0,8/28/1929,127,44534,3402,3/31/1991
21,Capital Bank,Louisiana,0,1/1/1934,285,182936,10629,12/31/1996
21,First Comanche Bank,Texas,0,1/1/1934,-3740,33116,-2070,6/30/1990
3,First American National Bank,Tennessee,0,7/25/1934,717,122428,7123,6/30/1988
21,Commerce Bank of Wentzville,Missouri,0,1/1/1934,480,53089,3408,12/31/1984
3,National Bank of Frederick,Oklahoma,0,8/1/1934,-169,23821,1149,12/31/1986
21,Heritage Bank & Trust Company,Indiana,0,11/20/1906,13,13875,2365,3/31/2003
21,Peoples Bank of Cambridge,Illinois,0,7/27/1934,158,26892,2032,9/30/1996
3,Carolina National Bank,South Carolina,0,6/1/1934,,,,
3,Citizens National Bank & Trust of Hazard,Kentucky,0,8/1/1934,163,138470,19446,12/31/2001
21,The Bank of Bolivar,Tennessee,0,01/01/1887,257,53431,5276,3/31/2005
3,"Bank One, Clintonville, National Association",Wisconsin,0,8/11/1934,96,34255,2781,6/30/1989
21,Security State Bank,Iowa,0,04/01/1886,613,123087,11424,6/30/2011
21,Ferryville State Bank,Wisconsin,0,7/24/1911,3,6433,504,3/31/1991
21,The Exchange Bank,South Carolina,0,1/1/1934,631,58618,8389,12/31/2006
13,M&I Citizens American Bank,Wisconsin,0,3/1/1933,189,79798,6177,3/31/2001
3,"Freestar Bank, National Association",Illinois,0,9/4/1934,3937,406335,43671,9/30/2011
13,Citizens Bank of Goodman,Wisconsin,0,1/1/1920,-17,3266,234,6/30/1990
3,First American National Bank,Tennessee,0,10/15/1934,1046,161126,11920,9/30/1986
3,The First National Bank in Bedford,Pennsylvania,0,1/1/1934,,,,
21,Peoples Bank of Port Huron,Michigan,0,1/1/1907,917,242469,18962,3/31/1986
21,The Farmers State Bank of Concord,Michigan,0,01/01/1884,,,,
21,Southeast Bank of Brevard,Florida,0,11/3/1934,,,,
21,Star Financial Bank,Indiana,0,1/1/1909,137,63710,4240,12/31/1990
3,Boatmen's National Bank of Northwest Iowa,Iowa,0,1/1/1927,561,121713,29272,6/30/1997
13,The Huntington Bank of Woodville,Ohio,0,5/1/1901,,,,
21,The Lamasco Bank,Indiana,0,1/1/1914,,,,
21,Peoples State Bank,Michigan,0,2/11/1909,-18168,390524,-1173,12/31/2010
3,The First National Bank in Coachella,California,0,1/1/1912,107,21794,3818,9/30/1992
3,"American Community Bank, National Association",Ohio,0,1/1/1903,2610,370155,32149,9/30/1998
21,Carolina Commercial Bank,South Carolina,0,1/26/1935,176,35579,4447,12/31/2006
21,State Bank of Streeter,North Dakota,0,1/1/1909,17,8451,1114,9/30/2006
3,Corinth Deposit National Bank,Kentucky,0,01/01/1889,-716,8744,1,12/31/1989
13,M&I Bank Southwest,Wisconsin,0,1/29/1914,1119,326624,22523,3/31/1997
21,The Lee State Bank,Minnesota,0,01/01/1890,-132,13405,-236,9/30/1989
13,"Amcore Bank, Aledo",Illinois,0,4/10/1935,808,145365,9244,9/30/1999
13,F&M Bank - Landmark,Wisconsin,0,9/15/1903,512,45404,3451,12/31/1999
21,Wyoming Bank & Trust Co.,Illinois,0,4/20/1935,50,14603,1464,9/30/2006
3,First National Bank of South Boston,Virginia,0,10/27/1931,,,,
21,Germantown Marine Bank,Wisconsin,0,2/28/1910,,,,
21,State Bank of Mount Horeb,Wisconsin,0,5/15/1901,549,98439,8349,9/30/1998
21,Mercantile Bank of Marshalltown,Iowa,0,5/15/1935,466,67835,5497,6/30/1996
21,Franklin Bank,New Jersey,0,1/1/1916,,,,
13,F & M Bank-Kiel,Wisconsin,0,09/01/1898,454,45285,3705,12/31/1999
21,Maribel-Whitelaw Bank,Wisconsin,0,6/20/1912,165,22023,2454,9/30/1986
3,"Citizens Bank, National Association",Wisconsin,0,3/23/1910,198,152226,24647,3/31/1999
21,The Bank of Spring Valley,Wisconsin,0,1/1/1904,73,53284,9605,6/30/2007
13,The State Bank of Salem,Indiana,0,01/01/1874,140,76746,10561,6/30/1991
21,Security Bank of Nevada,Nevada,0,1/18/1939,2391,472272,31256,9/30/1987
21,First RepublicBank Malakoff,Texas,0,1/1/1939,-35,49588,1965,6/30/1988
21,First Community Bank of Tifton,Georgia,0,2/24/1937,-264,371823,22486,3/31/2010
13,First Southwest Bank,Oklahoma,0,9/11/1902,-163,9826,37,9/30/1988
21,First County Bank,Missouri,0,8/7/1939,154,37260,3313,3/31/1984
21,West Kentucky Bank,Kentucky,0,9/7/1939,-1045,293906,19749,12/31/2000
13,Marine Midland Trust Company of Rockland County,New York,0,01/01/1878,,,,
21,Citizens Bank and Trust Company,Texas,0,5/27/1940,124,68101,6631,6/30/1995
41,Germantown Savings Bank,Pennsylvania,0,04/06/1854,16778,1564697,156096,9/30/1994
21,Tippins Bank,Georgia,0,6/12/1939,-7,60082,6924,12/31/2011
21,Farmers Bank and Trust Company,Indiana,0,10/7/1940,292,114291,8833,3/31/1990
3,"First Midwest Bank/Joliet, National Association",Illinois,0,10/10/1940,2621,398142,25197,9/30/1987
21,Livingston Bank,Louisiana,0,1/2/1941,-215,106250,398,12/31/1988
21,Sanilac County Bank,Michigan,0,1/1/1941,260,38514,2786,12/31/1991
21,The First State Bank of Burlingame,Kansas,0,1/18/1941,-531,24139,130,6/30/2012
21,Compass Bank-San Antonio,Texas,0,1/1/1918,308,165514,11380,3/31/1996
13,"Bank One, Oklahoma City",Oklahoma,0,6/2/1941,2906,531883,56236,9/30/1997
3,Olympic National Bank,Washington,0,8/24/1941,,,,
21,Commercial Bank & Trust Company of Troup County,Georgia,0,9/15/1941,811,321908,26626,3/31/2010
21,The Home State Bank,Kansas,0,1/1/1905,98,17236,1624,6/30/1994
3,"First of America Bank - Grayslake, National Association",Illinois,0,12/13/1941,352,91694,6456,3/31/1989
21,Farmers and Merchants Bank,Arkansas,0,1/30/1942,189,12362,2234,9/30/1988
3,Midlantic National Bank/South,New Jersey,0,01/01/1889,4928,1040623,54193,6/30/1986
21,Marathon State Bank,Wisconsin,0,1/1/1905,422,98222,5953,9/30/2012
21,Farmers Savings Bank & Trust-Vinton,Iowa,0,6/6/1942,125,74175,5061,3/31/2008
21,Community State Bank of Fowlerville,Michigan,0,7/1/1942,394,35202,2369,9/30/1989
21,Bank of Virginia-Danville,Virginia,0,1/1/1923,,,,
21,Bank of Montana Havre,Montana,0,1/4/1943,467,60640,5402,6/30/1992
21,Citizens Bank,Arkansas,0,7/21/1913,,,,
21,First State Bank & Trust Company,Georgia,0,6/1/1905,1823,431325,38060,3/31/1998
21,Provident Bank of Maryland,Maryland,0,04/01/1886,-65433,6191049,467440,3/31/2009
43,Mohawk Community Bank,New York,0,02/07/1887,4688,662309,59400,12/31/2001
44,"The Lincoln Savings Bank, FSB",New York,0,06/30/1866,-3061,2093569,121703,6/30/1994
41,Cortland Savings Bank,New York,0,04/13/1866,2306,270036,34870,9/30/2002
42,Empire Savings Bank,New York,0,01/01/1869,,,,
3,Oswego County National Bank,New York,0,01/01/1870,480,218884,18659,9/30/2006
42,Peekskill Savings Bank,New York,0,01/01/1859,,,,
33,The Rome Savings Bank,New York,0,06/30/1851,-2835,319842,29230,3/31/2011
41,The Warwick Savings Bank,New York,0,01/01/1875,-1427,667225,46114,9/30/2004
42,Jefferson Savings Bank,New York,0,01/01/1859,,,,
42,The Greenburgh Savings Bank,New York,0,01/01/1869,,,,
3,"First Community Bank The Woodlands, National Association",Texas,0,10/14/1997,-91,177819,30408,6/30/2008
3,"First Union Direct Bank, National Association",Georgia,0,6/2/1997,-1745,6107345,1099094,9/30/2004
21,Bank of Choice,Colorado,0,10/20/1997,264,562592,42544,6/30/2008
3,Liberty National Bank,Georgia,0,10/14/1997,358,209206,40709,12/31/2004
13,Pocono Community Bank,Pennsylvania,0,11/21/1997,574,127359,15267,9/30/2007
21,Independence Bank,North Carolina,0,11/5/1997,-305,54427,3742,3/31/2002
13,Waccamaw Bank,North Carolina,0,9/2/1997,-3459,533114,3237,3/31/2012
21,The Bank of Asheville,North Carolina,0,12/1/1997,-19345,204925,546,12/31/2010
3,Somerset National Bank,Kentucky,0,8/1/1997,1007,179677,16279,9/30/2007
21,People's Community Bank of South Carolina,South Carolina,0,9/22/1997,360,129911,10227,3/31/2005
23,Mill Creek Bank,Utah,0,11/17/1997,10162,2664982,333526,3/31/2003
13,First Bradenton Bank,Florida,0,10/24/1997,403,65709,5274,9/30/2004
3,Jewelers National Bank,Arizona,0,10/1/1997,2386,9900,4886,12/31/2000
3,CrediCard National Bank,Arizona,0,8/10/1998,-142,68,68,9/30/2011
21,Magic Valley Bank,Idaho,0,8/29/1997,561,80012,7479,9/30/2004
21,Wabasha County Bank,Minnesota,0,8/24/1998,494,20236,3712,12/31/2003
33,"Merrill Lynch Bank & Trust Co., FSB",New York,0,5/20/1997,553267,38413235,4356819,9/30/2009
21,Chestatee State Bank,Georgia,0,5/15/1998,-11104,244376,2124,9/30/2010
33,"Central Bank, FSB",Kentucky,0,2/2/1998,322,191830,17528,12/31/2010
23,Crown American Bank,California,0,6/2/1998,9,11758,11140,9/30/2000
21,First Piedmont Bank,Georgia,0,4/15/1998,-2813,114113,3110,6/30/2009
21,Heartland Community Bank,Indiana,0,12/17/1997,175,248602,24471,6/30/2012
21,Kent Commerce Bank,Michigan,0,1/12/1998,-1979,79904,7232,12/31/2008
3,"Central Jersey Bank, National Association",New Jersey,0,7/28/1998,2653,590460,64989,9/30/2010
3,"First State Bank of Canadian, National Association",Texas,0,12/4/1997,2116,125134,13354,9/30/2010
3,First National Bank of Borger,Texas,0,12/4/1997,12,9094,1914,3/31/2011
21,Cape Fear Bank,North Carolina,0,6/22/1998,-1851,492418,29632,3/31/2009
21,The Town Bank,New Jersey,0,10/5/1998,-56,211588,42153,9/30/2008
21,Citizens Bank and Trust Company of Chicago,Illinois,0,1/31/2000,-1588,73490,422,3/31/2010
3,North Atlanta National Bank,Georgia,0,11/16/1998,747,135310,11104,9/30/2007
21,The Buckhead Community Bank,Georgia,0,2/6/1998,-59787,856236,8638,9/30/2009
13,Paramount Bank,Michigan,0,2/12/1998,-10207,252744,2571,9/30/2010
21,Alamance Bank,North Carolina,0,9/14/1998,126,160323,23446,12/31/2005
3,"Community Bank, National Association",Tennessee,0,5/11/1998,-305,227293,17896,12/31/2008
13,Family Security Bank,Oregon,0,5/1/1998,289,34225,2797,9/30/2001
3,Chattahoochee National Bank,Georgia,0,7/27/1998,608,166390,19111,9/30/2004
21,Old Florida Bank,Florida,0,9/10/1998,561,275766,26745,3/31/2007
21,Town and Country Bank of the Ozarks,Missouri,0,7/1/1998,82,53598,8555,9/30/2005
13,Legacy Bank,Wisconsin,0,7/29/1999,-9281,190418,2427,12/31/2010
21,Asiana Bank,California,0,2/19/1999,-141,36500,5884,6/30/2003
3,Southern National Bank,Georgia,0,12/21/1998,4651,345851,25228,9/30/2006
13,Gateway Bank & Trust Company,North Carolina,0,12/1/1998,6325,2209230,267800,3/31/2009
21,First Trust Bank,North Carolina,0,1/19/1999,2915,401331,50293,9/30/2012
21,High Country Bank,North Carolina,0,11/30/1998,-94,183833,15260,12/31/2003
21,First Peoples Bank,Florida,0,4/26/1999,-5931,225035,1287,6/30/2011
21,North Oakland Community Bank,Michigan,0,1/5/1999,94,27712,3088,9/30/2003
21,The Business Bank,Louisiana,0,10/19/1998,848,165365,13372,9/30/2004
21,Broadway Bank and Trust Co.,Kentucky,0,10/23/1998,-225,17476,1464,6/30/2000
21,Fort Des Moines Community Bank,Iowa,0,1/15/1999,60,18880,2098,12/31/2004
21,Today's Bank,Washington,0,2/1/1999,-872,114664,7785,6/30/2003
21,HeritageBank,Montana,0,8/10/1998,4633,409744,34698,12/31/2006
3,Fort Worth National Bank,Texas,0,4/12/1999,-159,165619,36574,6/30/2008
3,"Sun National Bank, Delaware",Delaware,0,12/17/1998,-916,170604,28516,9/30/2001
13,United Bank of the Gulf Coast,Florida,0,2/15/1999,212,132824,21866,6/30/2005
21,Sunrise Bank of Arizona,Arizona,0,12/16/1998,-5479,112317,6880,9/30/2009
